T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssJ,COG3521,MRY16398_RS17465,Phytobacter_MRY16-398,2487150,GCF_003925915.1,WP_039079493.1,168,1-168,168,159.0,106.0,9.22e-30,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MRY16398_RS23290,Phytobacter_MRY16-398,2487150,GCF_003925915.1,WP_125125270.1,178,1-178,178,159.0,88.3,1.92e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MVIS_0740,Moritella_viscosa,80854,GCA_000953735.1,CED58769.1,165,1-165,165,159.0,79.5,4e-19,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MVIS_2816,Moritella_viscosa,80854,GCA_000953735.1,CED60739.1,167,1-167,167,159.0,91.4,1.17e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MVIS_3016,Moritella_viscosa,80854,GCA_000953735.1,CED60933.1,157,1-157,157,159.0,98.7,1.23e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,MW290_RS12625,Aquincola_tertiaricarbonis_RN12,391953,GCF_023573145.1,WP_250195003.1,161,1-161,161,159.0,105.0,3.67e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,MXAN_RS23335,Myxococcus_xanthus_DK_1622,246197,GCF_000012685.1,WP_225909366.1,194,1-194,194,159.0,72.9,2.37e-16,1,footprint covers most of the COG profile and most part of the protein,MYXOCOCCOTA
tssJ,COG3521,MY524_RS04985,Alkalimarinus_coralli_SCSIO_12638,2935863,GCF_023650495.1,WP_250654801.1,150,1-150,150,159.0,121.0,1.92e-35,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,Mag101_RS01500,Microbulbifer_agarilyticus_GP101,260552,GCF_001999945.1,WP_232325091.1,200,1-200,200,159.0,80.3,3.84e-19,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,N175_RS07185,Vibrio_anguillarum_M3,882944,GCF_000462975.1,WP_013856694.1,155,1-155,155,159.0,94.1,6.2e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,N175_RS16745,Vibrio_anguillarum_M3,882944,GCF_000462975.1,WP_231140460.1,150,1-150,150,159.0,161.0,3.16e-51,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,N508_RS02525,Mucispirillum_schaedleri_ASF457,1379858,GCF_000487995.2,WP_023276511.1,157,1-157,157,159.0,64.9,1.4e-13,0,footprint covers most of the protein and most of the COG profile,DEFERRIBACTEROTA
tssJ,COG3521,N7220_RS00570,Silvimonas_soli_17-6,2980100,GCF_030035605.1,WP_283151461.1,160,1-160,160,159.0,91.8,5.63e-24,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,N7L95_RS05215,Eleftheria_terrae_P9846-PB,1597781,GCF_030419005.1,WP_301258760.1,158,1-158,158,159.0,115.0,3.06e-33,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,N7L95_RS23840,Eleftheria_terrae_P9846-PB,1597781,GCF_030419005.1,WP_301257725.1,212,1-212,212,159.0,94.5,1.72e-24,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,N838_15995,Thiohalocapsa_PB-PSB1,1385625,GCA_016745215.1,QQO54617.1,168,1-168,168,159.0,111.0,1.94e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,N8I74_RS14770,Chitiniphilus_CD1,2981137,GCF_025642115.1,WP_263123874.1,188,1-188,188,159.0,91.4,1.69e-23,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,NH8B_RS05410,Pseudogulbenkiania_NH8B,748280,GCF_000283535.1,WP_014086378.1,178,1-178,178,159.0,85.7,2.37e-21,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,NIDE1970,Nitrospira_defluvii,330214,GCA_000196815.1,CBK41694.1,147,1-147,147,159.0,90.7,1.02e-23,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssJ,COG3521,NT01EI_RS11945,Edwardsiella_ictaluri_93-146,634503,GCF_000022885.2,WP_035608788.1,209,1-209,209,159.0,47.1,1.04e-06,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,NX720_RS18505,Endozoicomonas_euniceicola_EF212,1234143,GCF_025562755.1,WP_262596583.1,157,1-157,157,159.0,86.0,8.26e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,NYP54_RS05095,Cysteiniphilum_QT6929,2975055,GCF_030035755.1,WP_283157434.1,139,1-139,139,159.0,45.6,1.84e-06,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,O0S08_RS06755,Nannocystis_poenicansa_FL3,2995304,GCF_026965555.1,WP_269038190.1,267,1-154,154,159.0,59.8,3.43e-11,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssJ,COG3521,O6P33_RS10720,Denitrificimonas_caeni_CE14,521720,GCF_027498055.1,WP_269817769.1,185,1-185,185,159.0,93.4,3.02e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,OCU43_RS03865,Amphritea_atlantica_JCM_14776,355243,GCF_024347255.1,WP_175483631.1,155,1-155,155,159.0,98.0,1.8e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,OCU49_RS00930,Aliamphritea_ceti_KCTC_42154,1524258,GCF_024347215.1,WP_261843156.1,164,1-164,164,159.0,74.9,2.44e-17,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,OCU49_RS11130,Aliamphritea_ceti_KCTC_42154,1524258,GCF_024347215.1,WP_261845057.1,217,1-217,217,159.0,96.8,2.45e-25,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,ODI_RS03955,Orrella_dioscoreae,1851544,GCF_900089455.2,WP_074046788.1,203,1-203,203,159.0,77.9,3.51e-18,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,ODI_RS19995,Orrella_dioscoreae,1851544,GCF_900089455.2,WP_082985318.1,190,1-190,190,159.0,111.0,4.76e-31,3,partial match on both protein and COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,OIU35_03415,Boseaceae_bacterium_BT-24-1,2986926,GCA_025846845.1,MCV9935402.1,172,1-172,172,159.0,110.0,4.91e-31,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,OLEAN_C26050,Oleispira_antarctica_RB-8,698738,GCA_000967895.1,CCK76781.1,166,1-166,166,159.0,93.4,1.55e-24,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,OLMES_RS24055,Oleiphilus_messinensis_ME102,141451,GCF_002162375.1,WP_157678527.1,158,1-158,158,159.0,81.0,9.35e-20,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,OOT55_RS16620,Marinimicrobium_C6131,3022676,GCF_026153455.1,WP_265366958.1,164,1-164,164,159.0,96.8,8.85e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,OTERR_RS14610,Oryzomicrobium_terrae_TPP412,1735038,GCF_008274805.1,WP_187775257.1,234,1-234,234,168.0,71.5,1.89e-15,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,P0E69_RS10675,Chimaeribacter_arupi_DSM_115072,2060066,GCF_030582835.1,WP_277622369.1,177,1-177,177,159.0,94.5,8.15e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,P0H77_RS05345,Superficieibacter_HKU1,3031919,GCF_029319185.1,WP_276165051.1,177,1-177,177,159.0,153.0,6.3e-48,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,P0H77_RS18675,Superficieibacter_HKU1,3031919,GCF_029319185.1,WP_276158708.1,177,1-177,177,159.0,134.0,1.22e-40,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,P0M04_RS30910,Telluria_mixta_ACM_1762,34071,GCF_029223865.1,WP_259450368.1,174,1-174,174,159.0,101.0,2.07e-27,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,P7V53_RS25265,Piscinibacter_XHJ-5,3037797,GCF_029855045.1,WP_280152251.1,155,1-155,155,159.0,105.0,2.54e-29,3,partial match on both protein and COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,PA0080,Pseudomonas_aeruginosa_PAO1,208964,GCF_000006765.1,NP_248770.1,154,1-154,154,159.0,177.0,8.81e-58,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PA1666,Pseudomonas_aeruginosa_PAO1,208964,GCF_000006765.1,NP_250357.1,168,1-168,168,159.0,149.0,1.11e-46,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PANA_RS12040,Pantoea_ananatis_LMG_20103,706191,GCF_000025405.2,WP_013026251.1,167,1-167,167,159.0,95.7,1.95e-25,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,PANA_RS20995,Pantoea_ananatis_LMG_20103,706191,GCF_000025405.2,WP_013027965.1,181,1-181,181,159.0,85.7,2.03e-21,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PBPR_RS03350,Photobacterium_profundum_SS9,298386,GCF_000196255.1,WP_011217428.1,155,1-155,155,159.0,109.0,5.3e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PCAR_RS15225,Syntrophotalea_carbinolica_DSM_2380,338963,GCF_000012885.1,WP_011342588.1,154,1-154,154,159.0,78.7,6.22e-19,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,PDEN_RS12180,Paracoccus_denitrificans_PD1222,318586,GCF_000203895.1,WP_011748730.1,157,1-157,157,159.0,84.1,5.17e-21,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,PING_RS00105,Psychromonas_ingrahamii_37,357804,GCF_000015285.1,WP_011768448.1,235,72-235,164,159.0,43.3,2.61e-05,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PLU_RS01780,Photorhabdus_laumondii_sub_laumondii_TTO1,243265,GCF_000196155.1,WP_011144755.1,188,1-188,188,159.0,131.0,5.84e-39,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PLU_RS11435,Photorhabdus_laumondii_sub_laumondii_TTO1,243265,GCF_000196155.1,WP_011146539.1,225,1-225,225,159.0,45.2,5.38e-06,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,PLU_RS16045,Photorhabdus_laumondii_sub_laumondii_TTO1,243265,GCF_000196155.1,WP_011147427.1,179,1-179,179,159.0,86.8,7.65e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PLU_RS20770,Photorhabdus_laumondii_sub_laumondii_TTO1,243265,GCF_000196155.1,WP_228956842.1,169,1-169,169,159.0,86.4,9e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PMI_RS03655,Proteus_mirabilis_HI4320,529507,GCF_000069965.1,WP_004244619.1,183,1-183,183,159.0,130.0,7.75e-39,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PMPD1_0702,Erwiniaceae_bacterium_PD-1,2740817,GCA_013285385.1,QKJ85674.1,170,1-170,170,159.0,86.8,7.85e-22,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,PMPD1_2739,Erwiniaceae_bacterium_PD-1,2740817,GCA_013285385.1,QKJ87678.1,178,1-178,178,159.0,90.7,2.67e-23,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PP_RS13650,Pseudomonas_putida_KT2440,160488,GCF_000007565.2,WP_010953538.1,265,157-265,109,159.0,78.7,4.43e-18,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PP_RS16025,Pseudomonas_putida_KT2440,160488,GCF_000007565.2,WP_004576638.1,240,1-155,155,159.0,81.8,2.42e-19,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PP_RS21180,Pseudomonas_putida_KT2440,160488,GCF_000007565.2,WP_010954870.1,265,112-265,154,159.0,82.2,2.56e-19,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,PSLF89_RS30075,Piscirickettsia_salmonis_LF-89_ATCC_VR-1361,1227812,GCF_000300295.4,WP_230387424.1,162,1-162,162,159.0,88.3,1.61e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,PSYR_RS25750,Pseudomonas_syringae_pv._syringae_B728a,205918,GCF_000012245.1,WP_011269331.1,251,1-184,184,159.0,84.5,2.26e-20,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,PT7_RS01675,Pusillimonas_T7-7,1007105,GCF_000209655.1,WP_013741441.1,185,1-185,185,159.0,111.0,3.59e-31,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,PT7_RS11365,Pusillimonas_T7-7,1007105,GCF_000209655.1,WP_228129182.1,232,1-232,232,159.0,50.6,6.04e-08,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,PXO_RS17635,Xanthomonas_oryzae_pv._oryzae_PXO99A,360094,GCF_000019585.2,WP_011409206.1,202,1-202,202,159.0,89.1,2.08e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,QC826_RS07635,Rugamonas_DEMB1,3039386,GCF_029834475.1,WP_279765057.1,196,1-196,196,159.0,96.1,2.83e-25,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,QMG90_RS03480,Trabulsiella_odontotermitis_TBY01,379893,GCF_030053895.1,WP_283282736.1,174,1-174,174,159.0,128.0,4.99e-38,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,QQ39_RS05595,Pragia_fontium_24613,82985,GCF_001026985.1,WP_047780365.1,174,1-174,174,159.0,115.0,6.6e-33,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,QQ39_RS08450,Pragia_fontium_24613,82985,GCF_001026985.1,WP_053007570.1,180,1-180,180,159.0,97.6,5.66e-26,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,QTN59_09975,Candidatus_Electrothrix_communis,1859133,GCA_030644725.1,WLE99148.1,175,1-175,175,159.0,53.3,4.32e-09,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssJ,COG3521,R2J76_RS14700,Mesoterricola_silvestris_W79,2927979,GCF_030295405.1,WP_316412388.1,168,1-168,168,168.0,60.3,8.8e-12,0,footprint covers most of the protein and most of the COG profile,ACIDOBACTERIOTA
tssJ,COG3521,R2K28_RS10590,Candidatus_Thiodiazotropha_CDECU1,3065865,GCF_963455295.1,WP_116447304.1,154,1-154,154,159.0,109.0,5.63e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,RAHAQ_RS22845,Rahnella_aceris_Y9602,2703885,GCF_000187705.1,WP_013577843.1,180,1-180,180,159.0,93.7,1.73e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,RAHAQ_RS23910,Rahnella_aceris_Y9602,2703885,GCF_000187705.1,WP_013578060.1,177,1-177,177,159.0,84.9,4.35e-21,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,RAHAQ_RS24540,Rahnella_aceris_Y9602,2703885,GCF_000187705.1,WP_013578183.1,191,1-191,191,159.0,45.6,3e-06,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,RD2015_RS13140,Roseateles_depolymerans_KCTC_42856,76731,GCF_001483865.1,WP_058935272.1,152,1-152,152,159.0,104.0,3.49e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,REIFOR_RS00670,Reinekea_forsetii_Hel1_31_D35,1336806,GCF_002795845.1,WP_145980197.1,288,115-288,174,159.0,49.4,2.29e-07,3,partial match on both protein and COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,RGE_RS12540,Rubrivivax_gelatinosus_IL144,983917,GCF_000284255.1,WP_014428779.1,200,1-200,200,159.0,94.1,1.94e-24,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,RGE_RS14750,Rubrivivax_gelatinosus_IL144,983917,GCF_000284255.1,WP_014429232.1,190,1-190,190,159.0,74.5,5.95e-17,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,RSKD131_RS17740,Cereibacter_sphaeroides_KD131_KCTC_12085,557760,GCF_000021005.1,WP_041670473.1,150,1-150,150,159.0,86.4,6.24e-22,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,RS_RS20660,Ralstonia_pseudosolanacearum_GMI1000,267608,GCF_000009125.1,WP_028854260.1,224,1-224,224,159.0,126.0,1.55e-36,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,SALWKB2_RS00565,Snodgrassella_alvi_wkB2,1196094,GCF_000600005.1,WP_025329760.1,178,1-178,178,159.0,141.0,5.96e-43,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,SALWKB2_RS04630,Snodgrassella_alvi_wkB2,1196094,GCF_000600005.1,WP_025330515.1,239,1-173,173,159.0,74.1,1.54e-16,1,footprint covers most of the COG profile and most part of the protein,BETAPROTEOBACTERIA
tssJ,COG3521,SCE_RS25595,Sorangium_cellulosum_So_ce56,448385,GCF_000067165.1,WP_231864242.1,220,1-150,150,159.0,81.0,3.68e-19,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssJ,COG3521,SDE_RS07995,Saccharophagus_degradans_2-40,203122,GCF_000013665.1,WP_041324421.1,176,1-176,176,159.0,94.9,6.28e-25,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,SG34_RS15725,Thalassomonas_viridans_XOM25,137584,GCF_000948985.2,WP_044839898.1,161,1-161,161,159.0,87.2,3.62e-22,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,SG34_RS18125,Thalassomonas_viridans_XOM25,137584,GCF_000948985.2,WP_044837504.1,156,1-156,156,159.0,121.0,1.66e-35,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,SG34_RS29320,Thalassomonas_viridans_XOM25,137584,GCF_000948985.2,WP_044840458.1,173,1-173,173,159.0,74.5,4.14e-17,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,SMDB11_RS11145,Serratia_marcescens_sub_marcescens_Db11,273526,GCF_000513215.1,WP_049206024.1,176,1-176,176,159.0,95.3,3.96e-25,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,STM0280,Salmonella_enterica_sub_enterica_serovar_Typhimurium_LT2,99287,GCF_000006945.2,NP_459278.1,178,1-178,178,159.0,160.0,8.75e-51,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,TASI_RS00425,Taylorella_asinigenitalis_MCE3,1008459,GCF_000226625.1,WP_014110775.1,169,1-169,169,159.0,105.0,3.35e-29,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,TERRO_RS13995,Terriglobus_roseus_DSM_18391,926566,GCF_000265425.1,WP_014786344.1,183,1-119,119,159.0,39.8,0.00029,1,footprint covers most of the COG profile and most part of the protein,ACIDOBACTERIOTA
tssJ,COG3521,TERTU_RS07375,Teredinibacter_turnerae_T7901,377629,GCF_000023025.1,WP_015816955.1,162,1-162,162,159.0,101.0,1.42e-27,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,THIVI_RS11115,Thiocystis_violascens_DSM_198,765911,GCF_000227745.2,WP_245537252.1,164,1-164,164,159.0,127.0,1.1e-37,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssJ,COG3521,THSYN_RS11505,Candidatus_Thiodictyon_syntrophicum_Cad16T,1166950,GCF_002813775.1,WP_100919269.1,169,1-169,169,159.0,82.6,2.88e-20,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,TKWG_RS03430,Advenella_kashmirensis_WT001,1036672,GCF_000219915.2,WP_014749485.1,175,1-175,175,159.0,118.0,6.26e-34,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssJ,COG3521,TMO_RS18335,Tistrella_mobilis_KA081020-065,1110502,GCF_000264455.2,WP_014747160.1,169,1-169,169,159.0,113.0,3.33e-32,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssJ,COG3521,TOLA_RS01090,Tolumonas_auensis_DSM_9187,595494,GCF_000023065.1,WP_012728432.1,183,1-183,183,159.0,116.0,2.09e-33,1,footprint covers most of the COG profile and most part of the protein,GAMMAPROTEOBACTERIA
tssJ,COG3521,TOL_RS01780,Thalassolituus_oleivorans_MIL-1,1298593,GCF_000355675.1,WP_144055316.1,178,1-178,178,159.0,79.9,4.31e-19,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
